hospital,hospital_website,url,status code,teamwork,teamstepps,team training,crew resource management,the,text-teamwork,text-teamstepps,text-team training,text-crew resource management
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/news/2017/abington-hospital-jefferson-health-honored--with-mission-lifeline/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/WaysOfGiving/news-publications/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/healthy-living/31-day-challenge/,200,0,0,0,0,24,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=A,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=B,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=C,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=D,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/,200,0,0,0,0,21,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=F,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=G,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=H,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=I,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=J,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bariatrics/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=L,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/?c=M,200,0,0,0,0,14,,,,
